3,0
14,0.5418675
34,0.4697971
71,0
81,0
87,0.5176704
104,0.4697971
137,0
160,0.4697971
174,0
209,0
210,0
224,0.3007106
237,0
299,0.4808159
376,0
378,0.5737373
395,0.5418675
559,0.4726471
577,0
600,0.4116569
701,0
702,0.3018211
714,0
721,0
776,0.4697971
786,0
812,0
852,0.2118517
855,0.567488
1101,0
1103,0
1133,0.4883384
1136,0
1213,0.3301451
1221,0
1224,0.4697971
1226,0.5588064
1239,0
1254,0.4952864
1257,0
1267,0
1273,0
1290,0.343739
1295,0.4817115
1347,0.4808159
1554,0.4697971
1659,0
1668,0
1680,0.4656272
1706,1
1759,0
1761,0
1767,0.5099814
1785,0.4735043
1853,0.5418675
1916,0.5418675
1999,0.4754672
2003,0.4817115
2018,0.5418675
2118,0.5255583
2119,0
2152,0
2200,0
2497,0
2516,0
2519,0
2529,0.2640794
2570,0.4697971
2572,0.5916232
2609,0.5117786
2647,0
2686,0
2819,0.2259437
2828,0.6273193
2852,0.567488
2856,0
2900,0.7552482
2907,0
2914,0
3209,0
3215,0
3219,0.4697971
3249,0.4754672
3269,0
3292,0
3300,0.4952864
3301,0
3303,0
3320,0
3352,0
3356,0
3388,0.4642724
3447,0.4809295
3449,0.4808159
3455,0.4808159
3462,0
3525,0.4754672
3561,0
3598,0.5418675
3614,0.4809295
3651,0
3741,0
3758,0.5212933
3786,0
3923,0.4697971
3955,0.567488
4010,0.6554362
4134,0
4152,0.3393857
4211,0.4753495
4230,0.4084857
4314,0.4883384
4323,0
4515,0.5418675
4538,0
4589,0
4645,0.4697971
4704,0.4952864
4713,0
4721,0.567488
4750,0.5176704
4766,0
4771,0.5974945
4777,0
4780,0
4788,0.5639864
4804,0
4808,0
4812,0
4818,0.4883384
4837,0
4847,0
5089,0
5391,0.6508557
5413,0.5176704
5430,0.2872127
5432,0
5503,0.6316031
5511,0.5942929
5603,0.4883384
5607,0
5610,0.6221209
5650,0
5668,0.6104811
6128,0
6167,0
6306,0.4667301
6327,0
6367,0.4883384
6389,0
6400,0.5212933
6407,0.4952864
6453,0.6034616
6503,0.251565
6619,0
6621,0.5336286
6650,0.4753495
6713,0
6739,0.5283773
6830,0
6871,0.5336286
6939,0.4040106
6983,0.3255726
7018,0
7065,0.5255583
7132,0
7246,0.499552
7328,0.4808159
7377,0
7381,0.5176704
7470,0.4952864
7482,0.5852375
7511,0.4808159
7545,0.6904318
7552,0
7629,0.4697971
7643,0.5025117
7738,0
7922,0
7926,0.4697971
8048,0.4378465
8075,0
8151,0
8167,0
8204,0.4697971
8211,0.4697971
8228,0
8342,0.5255583
8400,0.5367104
8402,0
8426,0.6231649
8551,0
8595,0.4642724
8612,0.5418675
8737,0
8781,0.5852375
8784,0.4808159
8881,0.567488
8928,0.2920047
9007,0.4697971
9050,1
9105,0
9116,0.5827582
9121,0
9143,0.4217923
9158,0.4019497
9269,0
9273,0.4642724
9274,0.4697971
9304,0.4378465
9318,0
9325,0.5099814
9351,0.4809295
9389,0.6316031
9391,0.4697971
9394,0
9416,0.3166315
9443,0.499552
9543,0.4753495
9555,0.499552
9593,0.4753495
9617,0.07653381
9627,0.4697971
9644,0
9674,0
9808,0
9824,0
9829,0
9924,0
9942,0.5255583
9943,0.4754672
10013,0.4879124
10318,0.6011346
10370,0.499552
10429,0.314897
10455,0
10507,0.5942929
10587,0.4642724
10794,0.4808159
10796,0
10834,0.4883384
11003,0.1107943
11172,0.567488
11351,0
11375,0.4697971
11426,0
11427,0
11479,0.1809084
11489,0.4754672
11516,0.4809295
11530,0.4808159
11556,0.2490605
11608,0.4753495
11664,0.5099814
11714,0.4754672
11773,0.4883384
12083,0.567488
12271,1
12272,0.4697971
12322,0
12324,0.4808159
12350,0.4952864
12353,0.567488
12357,0
12414,0.4817115
12578,0.5212933
12670,0.5942929
12693,0.4697971
12709,0.4817115
12714,0.2819008
12715,0
12816,0.5763005
12844,0
12874,0.4873058
12912,0.5703202
13045,0.4809295
13127,0.6606198
13285,0
13304,0.4808159
13332,0.4952864
13489,0.6804101
14080,0.5942929
14265,0.5025117
14323,0.4697971
14751,0.5176704
14858,0.4697971
15169,0.2490605
15290,0.2990511
15404,0.5099814
15474,0.4753495
15475,0.4808159
